benchmark,seed,scorer,N,selected_real_utility,selected_latent_value,selected_value_pred,selected_risk,latent_real_gap
CartPole-v1,32,combined_repair,1,13.830123005123077,94.13493922252059,94.39204259762947,0.7072844827586205,80.3048162173975
CartPole-v1,32,combined_repair,2,14.672010053790816,86.29815687366144,86.50500405348036,0.5684094456004756,71.62614681987063
CartPole-v1,32,combined_repair,4,16.124358668384733,79.8235864908569,80.01034326858009,0.45086118728800867,63.69922782247217
CartPole-v1,32,combined_repair,8,18.516787704180935,75.66418218571833,75.8372894447826,0.3693728732197886,57.1473944815374
CartPole-v1,32,combined_repair,16,22.083209271136038,72.98593547315059,73.1309589738106,0.3056641383235615,50.90272620201455
CartPole-v1,32,combined_repair,32,26.951499013651187,70.51853528959808,70.62864806254935,0.25608339754694887,43.56703627594689
CartPole-v1,32,combined_repair,64,33.67532918920193,67.83081634520775,67.9155727779865,0.2240294642651668,34.15548715600582
CartPole-v1,32,random,1,13.830123005123088,94.13493922252063,94.39204259762947,0.7072844827586207,80.30481621739754
CartPole-v1,32,random,2,13.943570406067028,93.76482080179163,94.01513016884144,0.7032137150713438,79.8212503957246
CartPole-v1,32,random,4,13.953329145005517,93.99408401658363,94.24573030429497,0.7141692513038602,80.04075487157812
CartPole-v1,32,random,8,14.159965005659014,94.68690741401004,94.93729099527502,0.7316506095819773,80.52694240835102
CartPole-v1,32,random,16,14.728997717346212,95.74782665047508,95.99194581713887,0.7435142924299899,81.01882893312886
CartPole-v1,32,random,32,15.912367078101436,96.7471303483278,96.98138464707009,0.739162187176977,80.83476327022636
CartPole-v1,32,random,64,18.12456114197323,95.62773448070467,95.83089524618055,0.6848999213213577,77.50317333873144
CartPole-v1,32,oracle,1,13.830123005123077,94.13493922252064,94.39204259762946,0.7072844827586208,80.30481621739756
CartPole-v1,32,oracle,2,14.869598347632946,92.45141965063834,92.70347396828636,0.6551795202883473,77.5818213030054
CartPole-v1,32,oracle,4,16.540738509948934,89.07961237641753,89.31338016059492,0.5663025684577797,72.53887386646859
CartPole-v1,32,oracle,8,19.224872677260596,83.98289330841963,84.17908433587709,0.44954249657911965,64.75802063115904
CartPole-v1,32,oracle,16,23.31417880378955,78.58669499006339,78.72773276567025,0.34885120958731947,55.27251618627385
CartPole-v1,32,oracle,32,28.940791843975134,74.82640621032077,74.91730469660943,0.2964089349277645,45.885614366345635
CartPole-v1,32,oracle,64,36.02416253748157,72.56314481679316,72.62323397978493,0.2726937674729396,36.53898227931158
CartPole-v1,33,raw_value,1,14.092369978559535,93.33589538787177,93.58269380401568,0.6872090517241379,79.24352540931224
CartPole-v1,33,raw_value,2,12.961436330085537,101.64920427354006,101.93675825918626,0.8277663310047563,88.68776794345453
CartPole-v1,33,raw_value,4,12.60621966289723,107.71232871134842,108.05376661954898,0.9371526063243759,95.10610904845119
CartPole-v1,33,raw_value,8,12.535442237669908,110.33719886540364,110.74434376774059,0.9899690970667862,97.80175662773372
CartPole-v1,33,raw_value,16,12.63588352595611,110.85821748395756,111.33838241560407,0.9997172579040474,98.22233395800146
CartPole-v1,33,raw_value,32,12.849999478048058,111.00198106372613,111.53375887890743,0.9999997720301984,98.15198158567807
CartPole-v1,33,raw_value,64,13.11402674850248,111.11772221047613,111.66744818968425,0.999999999999837,98.00369546197365
CartPole-v1,33,uncertainty_pessimism,1,14.092369978559534,93.33589538787177,93.58269380401566,0.6872090517241379,79.24352540931224
CartPole-v1,33,uncertainty_pessimism,2,12.971526535728326,101.64902120572677,101.9364171386097,0.8274332082342449,88.67749466999844
CartPole-v1,33,uncertainty_pessimism,4,12.610657308841564,107.71209484211174,108.05346817468066,0.9368812826909385,95.10143753327017
CartPole-v1,33,uncertainty_pessimism,8,12.536236180010302,110.33716585600185,110.74426572437858,0.9899035553054277,97.80092967599154
CartPole-v1,33,uncertainty_pessimism,16,12.635898852541809,110.85821759088519,111.33838060877626,0.9997158893841923,98.22231873834338
CartPole-v1,33,uncertainty_pessimism,32,12.84999948116104,111.00198106387052,111.53375887856583,0.9999997718015404,98.15198158270948
CartPole-v1,33,uncertainty_pessimism,64,13.11402674850248,111.11772221047613,111.66744818968425,0.999999999999837,98.00369546197365
CartPole-v1,33,belief_consistency,1,14.092369978559534,93.33589538787177,93.58269380401566,0.6872090517241379,79.24352540931224
CartPole-v1,33,belief_consistency,2,13.000017863897686,101.64633112475076,101.93310602536636,0.8266169366825208,88.64631326085308
CartPole-v1,33,belief_consistency,4,12.626567095017764,107.70994914396837,108.05104667601918,0.9362546448647842,95.08338204895061
CartPole-v1,33,belief_consistency,8,12.53911770214778,110.3366925987505,110.74374123433776,0.9897603648237411,97.79757489660273
CartPole-v1,33,belief_consistency,16,12.635955784077785,110.85820794411309,111.33836811193632,0.9997123211601097,98.22225216003531
CartPole-v1,33,belief_consistency,32,12.849999496474963,111.00198106179019,111.53375887526795,0.9999997708372256,98.15198156531522
CartPole-v1,33,belief_consistency,64,13.11402674850248,111.11772221047613,111.66744818968425,0.999999999999837,98.00369546197365
CartPole-v1,33,pilot_calibrated,1,14.092369978559537,93.33589538787173,93.58269380401569,0.687209051724138,79.2435254093122
CartPole-v1,33,pilot_calibrated,2,15.47144525807806,86.3364761173888,86.55110171055884,0.5429978262485139,70.86503085931074
CartPole-v1,33,pilot_calibrated,4,17.562363084609164,81.4128840899642,81.58239996958054,0.4241286178946755,63.850521005355034
CartPole-v1,33,pilot_calibrated,8,20.103290654772184,77.8382371657911,77.98008256712669,0.34188879989703985,57.73494651101892
CartPole-v1,33,pilot_calibrated,16,22.199186837409737,74.02066342598127,74.16569862184537,0.28355643879898457,51.82147658857153
CartPole-v1,33,pilot_calibrated,32,22.7177857868923,71.38231599929767,71.55012551190966,0.2509372255262957,48.664530212405374
CartPole-v1,33,pilot_calibrated,64,20.744548593082907,70.39963525834452,70.59239915326725,0.23809776903755062,49.65508666526161
CartPole-v1,33,combined_repair,1,14.092369978559535,93.33589538787176,93.58269380401568,0.6872090517241383,79.24352540931223
CartPole-v1,33,combined_repair,2,15.483210778151133,86.2590690958302,86.47322172512791,0.5422322755648039,70.77585831767907
CartPole-v1,33,combined_repair,4,17.624070974906854,81.20926606713782,81.37816714756431,0.4221819339550866,63.58519509223096
CartPole-v1,33,combined_repair,8,20.32094364331558,77.57197032275599,77.71552888334708,0.33957875562426576,57.25102667944041
CartPole-v1,33,combined_repair,16,22.751247405527423,73.68788477024722,73.83951078063818,0.28099913085710926,50.9366373647198
CartPole-v1,33,combined_repair,32,23.70734241136209,70.90484869812863,71.08444259633488,0.24732958509469277,47.19750628676654
CartPole-v1,33,combined_repair,64,22.226199247049806,69.64946282653462,69.86408039726396,0.23249810235711105,47.42326357948481
CartPole-v1,33,random,1,14.092369978559534,93.33589538787174,93.58269380401566,0.6872090517241377,79.24352540931221
CartPole-v1,33,random,2,14.121572280714604,93.6041874278669,93.8558711948569,0.6809670407253267,79.4826151471523
CartPole-v1,33,random,4,13.979467150208563,93.98168815883906,94.23725328197489,0.676417991667319,80.0022210086305
CartPole-v1,33,random,8,13.942319494067236,94.83599323751648,95.08916113959314,0.6818234282974208,80.89367374344924
CartPole-v1,33,random,16,14.145052799942352,95.38936306233555,95.61918481450311,0.6933737702312055,81.2443102623932
CartPole-v1,33,random,32,14.315405331276642,95.3545711452381,95.53886337593147,0.710087339907108,81.03916581396146
CartPole-v1,33,random,64,13.830257580662456,97.33791326297418,97.49227612576183,0.7673694166550233,83.50765568231172
CartPole-v1,33,oracle,1,14.092369978559528,93.33589538787172,93.58269380401568,0.687209051724138,79.24352540931218
CartPole-v1,33,oracle,2,15.856669093412702,90.61241278370701,90.83976844313139,0.6193154540725326,74.75574369029431
CartPole-v1,33,oracle,4,18.34627110609341,85.93754564523492,86.12887728754949,0.5113476767330961,67.59127453914151
CartPole-v1,33,oracle,8,21.680639067236697,80.22643968888974,80.37330127414354,0.39110147093919534,58.54580062165304
CartPole-v1,33,oracle,16,25.74377607509224,75.63697635221084,75.7544894345186,0.31129274945432944,49.893200277118595
CartPole-v1,33,oracle,32,30.065431753752783,72.62592807727897,72.7357685908511,0.27210344069253545,42.56049632352619
CartPole-v1,33,oracle,64,33.93281100868493,70.50050075727005,70.62006468696026,0.24790185055055072,36.56768974858512
CartPole-v1,34,raw_value,1,13.714590442952181,92.07629104499567,92.3126246504792,0.6806788793103448,78.36170060204348
CartPole-v1,34,raw_value,2,13.17612883639718,100.57033116371342,100.84737857163645,0.813716836355529,87.39420232731624
CartPole-v1,34,raw_value,4,12.94195760902156,107.12872249834861,107.4372730501458,0.9244595726740967,94.18676488932705
CartPole-v1,34,raw_value,8,12.793618860687484,110.3146358214438,110.6513751073919,0.9857750855370847,97.52101696075631
CartPole-v1,34,raw_value,16,12.771753139539419,111.05388843973495,111.40547078107082,0.9994453634949033,98.28213530019553
CartPole-v1,34,raw_value,32,12.830881467847467,111.19488193560605,111.56351672750148,0.9999990890927667,98.36400046775859
CartPole-v1,34,raw_value,64,12.969282376166323,111.25145262017051,111.65632172727135,0.9999999999970907,98.28217024400419
CartPole-v1,34,uncertainty_pessimism,1,13.71459044295218,92.07629104499567,92.3126246504792,0.680678879310345,78.3617006020435
CartPole-v1,34,uncertainty_pessimism,2,13.185199839216752,100.56993373244407,100.84705802723322,0.8132714959869204,87.38473389322732
CartPole-v1,34,uncertainty_pessimism,4,12.948986723800893,107.12838273666999,107.43693408087229,0.9239586937469977,94.17939601286909
CartPole-v1,34,uncertainty_pessimism,8,12.796117282683126,110.31454033729389,110.65123675921953,0.9855751711472261,97.51842305461076
CartPole-v1,34,uncertainty_pessimism,16,12.771892791252338,111.05388712174242,111.40546379827458,0.9994353264110172,98.28199433049008
CartPole-v1,34,uncertainty_pessimism,32,12.83088165276036,111.19488194723925,111.56351672055561,0.9999990803208948,98.3640002944789
CartPole-v1,34,uncertainty_pessimism,64,12.969282376166529,111.25145262017054,111.65632172727132,0.9999999999970859,98.282170244004
CartPole-v1,34,belief_consistency,1,13.714590442952177,92.07629104499567,92.3126246504792,0.6806788793103449,78.3617006020435
CartPole-v1,34,belief_consistency,2,13.204841862291781,100.56657320014116,100.84384936215282,0.8123450505350772,87.36173133784938
CartPole-v1,34,belief_consistency,4,12.95821641742577,107.12508808665683,107.43391192478587,0.923104252881148,94.16687166923106
CartPole-v1,34,belief_consistency,8,12.79897926584103,110.3134844200933,110.650290662897,0.9853013592949724,97.51450515425228
CartPole-v1,34,belief_consistency,16,12.772023524090551,111.05384580871996,111.40542698554256,0.9994234747541131,98.2818222846294
CartPole-v1,34,belief_consistency,32,12.830881764776352,111.19488191499664,111.56351669226927,0.9999990700651326,98.36400015022029
CartPole-v1,34,belief_consistency,64,12.96928237616656,111.25145262017054,111.65632172727132,0.9999999999970828,98.28217024400398
CartPole-v1,34,pilot_calibrated,1,13.714590442952185,92.07629104499568,92.31262465047924,0.6806788793103449,78.3617006020435
CartPole-v1,34,pilot_calibrated,2,14.492081893208242,85.16922117889455,85.37053962834666,0.5453234616527942,70.67713928568631
CartPole-v1,34,pilot_calibrated,4,15.72489993236222,81.06250797386542,81.22977975533597,0.44171368322623894,65.3376080415032
CartPole-v1,34,pilot_calibrated,8,17.45621857176397,78.61807357894159,78.75605560196105,0.36871146118594256,61.16185500717762
CartPole-v1,34,pilot_calibrated,16,19.542651345898634,74.77718247628889,74.8758020252921,0.30276725822545386,55.23453113039025
CartPole-v1,34,pilot_calibrated,32,21.70673989173877,70.58990559344187,70.62835926827697,0.25201357121744744,48.8831657017031
CartPole-v1,34,pilot_calibrated,64,23.16540556696355,68.03683179258516,68.00074498594594,0.22382364234155927,44.87142622562161
CartPole-v1,34,combined_repair,1,13.714590442952185,92.07629104499561,92.31262465047921,0.6806788793103449,78.36170060204343
CartPole-v1,34,combined_repair,2,14.489569433407816,85.0503294269683,85.25144353712346,0.5441323573127229,70.56075999356048
CartPole-v1,34,combined_repair,4,15.722082398807036,80.82056169940897,80.98707637037485,0.43935412876753105,65.09847930060194
CartPole-v1,34,combined_repair,8,17.46636017273553,78.42250021374014,78.55856582102847,0.36691493732698216,60.9561400410046
CartPole-v1,34,combined_repair,16,19.583662629850792,74.6324768895822,74.72691624637307,0.3016529434720539,55.0488142597314
CartPole-v1,34,combined_repair,32,21.77342176478342,70.37776523515836,70.40928319108424,0.25043525105053527,48.60434347037494
CartPole-v1,34,combined_repair,64,23.206326500430585,67.88898584838068,67.84801020619287,0.22271230858258018,44.6826593479501
CartPole-v1,34,random,1,13.714590442952176,92.07629104499561,92.31262465047918,0.6806788793103449,78.36170060204344
CartPole-v1,34,random,2,13.870928243252896,91.76520077378325,91.99614103138727,0.6725489558561233,77.89427253053036
CartPole-v1,34,random,4,14.220901219432635,91.77029719288069,91.99553193083838,0.6688135825471617,77.54939597344806
CartPole-v1,34,random,8,14.45991568369702,92.07267922655522,92.29313620144852,0.6753697001332423,77.6127635428582
CartPole-v1,34,random,16,14.243266296697113,92.69709261625295,92.91301992628499,0.6935141823974522,78.45382631955583
CartPole-v1,34,random,32,13.602259400086703,92.07577779536453,92.30010409184625,0.6983736453421157,78.47351839527782
CartPole-v1,34,random,64,13.195295867810621,89.25154631104505,89.52122392397217,0.6694488992891481,76.05625044323443
CartPole-v1,34,oracle,1,13.714590442952176,92.07629104499559,92.31262465047917,0.6806788793103445,78.36170060204341
CartPole-v1,34,oracle,2,14.608444576327267,89.32083038658631,89.53036803365224,0.609930839402497,74.71238581025904
CartPole-v1,34,oracle,4,15.951176564773025,86.01173120552411,86.18872775235461,0.5203921795441087,70.06055464075109
CartPole-v1,34,oracle,8,17.90738181778791,82.18015433813139,82.32227384549681,0.42398546864096903,64.27277252034348
CartPole-v1,34,oracle,16,20.615162924435086,78.04596950483722,78.1636809621478,0.34531600104978655,57.430806580402134
CartPole-v1,34,oracle,32,24.212621473381844,74.37955274395836,74.49710289329147,0.29637912080676104,50.16693127057651
CartPole-v1,34,oracle,64,28.76121655752668,71.32151106844972,71.4441475334242,0.26167036347355666,42.56029451092304
CartPole-v1,35,raw_value,1,14.198426736574758,92.63163042579538,92.87850795089666,0.6770797413793104,78.43320368922062
CartPole-v1,35,raw_value,2,13.264040753325482,101.00012881088435,101.26552542609949,0.8163392724435196,87.73608805755887
CartPole-v1,35,raw_value,4,12.94225947314871,107.12111579267663,107.41942428177815,0.9246935934345866,94.17885631952792
CartPole-v1,35,raw_value,8,12.741865827864634,110.01176808541801,110.35506219892663,0.9848273637400383,97.26990225755338
CartPole-v1,35,raw_value,16,12.552252456963156,110.6789346225851,111.0765111342693,0.9993088359544261,98.12668216562194
CartPole-v1,35,raw_value,32,12.162670429934535,110.81013742810183,111.26975497473985,0.9999982569220952,98.64746699816729
CartPole-v1,35,raw_value,64,11.72249315329092,110.88941023090447,111.42933407764014,0.9999999999822232,99.16691707761356
CartPole-v1,35,uncertainty_pessimism,1,14.198426736574758,92.63163042579538,92.87850795089665,0.6770797413793103,78.43320368922062
CartPole-v1,35,uncertainty_pessimism,2,13.270525559777692,100.99976109450117,101.26511837261995,0.8159204072532699,87.72923553472347
CartPole-v1,35,uncertainty_pessimism,4,12.949008453259555,107.1207980181502,107.41896315042762,0.9242063824487943,94.17178956489064
CartPole-v1,35,uncertainty_pessimism,8,12.744213491018131,110.01163234254682,110.35489306274748,0.9846453772463314,97.26741885152869
CartPole-v1,35,uncertainty_pessimism,16,12.552313628154117,110.67892656068237,111.0765056364054,0.9993004358831131,98.12661293252825
CartPole-v1,35,uncertainty_pessimism,32,12.162670425324004,110.81013740733923,111.26975497213347,0.999998240885953,98.64746698201522
CartPole-v1,35,uncertainty_pessimism,64,11.722493153290849,110.88941023090442,111.42933407764014,0.9999999999821685,99.16691707761356
CartPole-v1,35,belief_consistency,1,14.198426736574762,92.63163042579536,92.87850795089665,0.6770797413793103,78.4332036892206
CartPole-v1,35,belief_consistency,2,13.289149146793445,100.99607867024926,101.26139868485376,0.8150361362960762,87.70692952345581
CartPole-v1,35,belief_consistency,4,12.955968249627041,107.11886208555148,107.41695543491832,0.9236882399582322,94.16289383592445
CartPole-v1,35,belief_consistency,8,12.745424392887355,110.01130646457538,110.35453456389284,0.9845444589638526,97.26588207168803
CartPole-v1,35,belief_consistency,16,12.552341670580745,110.67892107182114,111.0764992312919,0.9992984690433218,98.12657940124039
CartPole-v1,35,belief_consistency,32,12.162670430751225,110.81013740645614,111.26975497107603,0.999998240530836,98.64746697570492
CartPole-v1,35,belief_consistency,64,11.722493153290849,110.88941023090442,111.42933407764014,0.9999999999821685,99.16691707761356
CartPole-v1,35,pilot_calibrated,1,14.198426736574769,92.63163042579536,92.8785079508966,0.6770797413793099,78.43320368922059
CartPole-v1,35,pilot_calibrated,2,15.335698603964813,84.96569900208047,85.18923666692893,0.5313851627526752,69.63000039811566
CartPole-v1,35,pilot_calibrated,4,16.99422705656638,78.90532299506432,79.12002391093213,0.4078106992203572,61.911095938497944
CartPole-v1,35,pilot_calibrated,8,19.022769847630194,74.46264657402284,74.67213182552354,0.3181265725740934,55.43987672639265
CartPole-v1,35,pilot_calibrated,16,20.696046549613435,70.51751048815005,70.71956706583642,0.25702992750227893,49.82146393853662
CartPole-v1,35,pilot_calibrated,32,20.77579145911911,67.60520612323165,67.78458470074283,0.22368139988658645,46.82941466411255
CartPole-v1,35,pilot_calibrated,64,18.858060923104766,66.10596878696475,66.25602173346358,0.20798349318002152,47.247907863859986
CartPole-v1,35,combined_repair,1,14.19842673657477,92.63163042579536,92.8785079508966,0.6770797413793099,78.43320368922059
CartPole-v1,35,combined_repair,2,15.335560662418786,84.96034407194523,85.18393954170145,0.5313703923900117,69.62478340952644
CartPole-v1,35,combined_repair,4,16.99481503342919,78.89297079575223,79.10786139649817,0.4077804084077792,61.89815576232304
CartPole-v1,35,combined_repair,8,19.02333287632988,74.45428878125142,74.66391214836374,0.31810682293083553,55.43095590492154
CartPole-v1,35,combined_repair,16,20.696095140089028,70.51675963922612,70.71882839630814,0.2570281567998597,49.820664499137095
CartPole-v1,35,combined_repair,32,20.77579153793497,67.60520473882627,67.78458333774263,0.22368139661999523,46.8294132008913
CartPole-v1,35,combined_repair,64,18.858060923104816,66.10596878696356,66.25602173346242,0.20798349318001869,47.24790786385874
CartPole-v1,35,random,1,14.198426736574765,92.63163042579536,92.87850795089662,0.6770797413793103,78.4332036892206
CartPole-v1,35,random,2,13.996576679581935,92.2271495852734,92.49814287314267,0.6792311979785968,78.23057290569146
CartPole-v1,35,random,4,13.897564601793967,90.77177867574574,91.04844818777597,0.659947999169752,76.87421407395178
CartPole-v1,35,random,8,13.59425793087193,89.25852527580646,89.53230499676219,0.6419786217423213,75.66426734493453
CartPole-v1,35,random,16,12.991054875569946,89.04429422055505,89.33789986580813,0.6537396003921858,76.0532393449851
CartPole-v1,35,random,32,12.48744363212961,90.54437267624921,90.875762517299,0.693615852630286,78.0569290441196
CartPole-v1,35,random,64,12.322421404209258,94.06812071290152,94.42602007665411,0.7563315072359056,81.74569930869225
CartPole-v1,35,oracle,1,14.19842673657478,92.63163042579538,92.87850795089662,0.6770797413793105,78.4332036892206
CartPole-v1,35,oracle,2,15.919557959023273,90.21617766661441,90.46519784039953,0.6142711429845424,74.29661970759113
CartPole-v1,35,oracle,4,18.171489199937188,86.80468756787128,87.05410725309912,0.5305919033277284,68.6331983679341
CartPole-v1,35,oracle,8,21.09378916867727,81.73323025133934,81.98671504298802,0.42593699492442194,60.63944108266207
CartPole-v1,35,oracle,16,24.828793568419155,76.02663345525771,76.29681301031005,0.33092052324103244,51.19783988683855
CartPole-v1,35,oracle,32,29.119691451864362,71.79424855539676,72.09913090994392,0.27213459577902704,42.6745571035324
CartPole-v1,35,oracle,64,33.64681696628702,69.67576431113777,70.03872312278548,0.24490310965044587,36.02894734485075
CartPole-v1,36,raw_value,1,13.128152420823668,95.88612333108046,96.1060306247233,0.732634698275862,82.75797091025679
CartPole-v1,36,raw_value,2,12.596473406762545,103.47611895068809,103.7370563874862,0.8591629663347206,90.87964554392555
CartPole-v1,36,raw_value,4,12.338969692863863,108.65175783959748,108.96409956538972,0.9558057703129518,96.31278814673362
CartPole-v1,36,raw_value,8,12.309323816937901,110.59348024868662,110.96888702998255,0.9950361279156151,98.28415643174871
CartPole-v1,36,raw_value,16,12.40081460347526,110.90165213073456,111.33358240552688,0.9999312009440737,98.5008375272593
CartPole-v1,36,raw_value,32,12.57912173588821,110.99946648776141,111.4728832818711,0.9999999860061127,98.4203447518732
CartPole-v1,36,raw_value,64,12.843410896240961,111.10119950910372,111.6040993031531,0.9999999999999993,98.25778861286275
CartPole-v1,36,uncertainty_pessimism,1,13.12815242082367,95.88612333108047,96.1060306247233,0.732634698275862,82.7579709102568
CartPole-v1,36,uncertainty_pessimism,2,12.600626725418863,103.47628840159928,103.73667725135323,0.8586312332788346,90.87566167618041
CartPole-v1,36,uncertainty_pessimism,4,12.340932518792023,108.6518877939609,108.96385554055766,0.9554602225115387,96.31095527516888
CartPole-v1,36,uncertainty_pessimism,8,12.30951509340002,110.59349753785231,110.96886100107494,0.9950042688486306,98.28398244445229
CartPole-v1,36,uncertainty_pessimism,16,12.400815157502313,110.90165222277949,111.33358229279649,0.9999310874389672,98.50083706527718
CartPole-v1,36,uncertainty_pessimism,32,12.57912173589148,110.99946648776255,111.47288328187022,0.9999999860052501,98.42034475187107
CartPole-v1,36,uncertainty_pessimism,64,12.843410896240961,111.10119950910372,111.6040993031531,0.9999999999999993,98.25778861286275
CartPole-v1,36,belief_consistency,1,13.128152420823668,95.88612333108046,96.10603062472329,0.732634698275862,82.75797091025679
CartPole-v1,36,belief_consistency,2,12.613990574904726,103.47317538514945,103.73284335350851,0.8575816085760998,90.85918481024473
CartPole-v1,36,belief_consistency,4,12.34482164934203,108.65013982863435,108.96151477337452,0.9548028438591162,96.30531817929233
CartPole-v1,36,belief_consistency,8,12.310081525306149,110.59336938279151,110.96857934137691,0.9949163573374763,98.28328785748536
CartPole-v1,36,belief_consistency,16,12.400817742025948,110.90165382433679,111.33357861505031,0.9999297400296238,98.50083608231084
CartPole-v1,36,belief_consistency,32,12.579121731322507,110.99946648952125,111.47288328123932,0.9999999857504788,98.42034475819875
CartPole-v1,36,belief_consistency,64,12.84341089624096,111.10119950910372,111.6040993031531,0.9999999999999993,98.25778861286277
CartPole-v1,36,pilot_calibrated,1,13.128152420823683,95.88612333108046,96.10603062472335,0.7326346982758619,82.75797091025677
CartPole-v1,36,pilot_calibrated,2,13.86890121051944,88.92304572795423,89.09321072847915,0.5978527701397147,75.05414451743479
CartPole-v1,36,pilot_calibrated,4,15.03512611878946,83.721931208311,83.84866264270062,0.47926140310666293,68.68680508952154
CartPole-v1,36,pilot_calibrated,8,16.7064368245966,81.52434298813853,81.59900278361222,0.4052909257558705,64.81790616354192
CartPole-v1,36,pilot_calibrated,16,19.02850037487796,80.26042126294143,80.29001508452585,0.36087798297186446,61.23192088806347
CartPole-v1,36,pilot_calibrated,32,22.205677969330274,78.46459697158113,78.45436875870521,0.33089402654466604,56.258919002250856
CartPole-v1,36,pilot_calibrated,64,26.58257330220812,76.88697473960494,76.84553893071707,0.31102547305437317,50.30440143739682
CartPole-v1,36,combined_repair,1,13.128152420823683,95.88612333108044,96.10603062472333,0.732634698275862,82.75797091025676
CartPole-v1,36,combined_repair,2,13.864556419574175,88.90947796988955,89.07924841575031,0.5969860564060643,75.04492155031538
CartPole-v1,36,combined_repair,4,15.032619956643263,83.74722152359404,83.87409500635005,0.4789873795429644,68.71460156695078
CartPole-v1,36,combined_repair,8,16.69676569920926,81.58799687370295,81.66284104728616,0.40531419711607447,64.8912311744937
CartPole-v1,36,combined_repair,16,18.992671294955286,80.33486226101681,80.36501879352076,0.36081674761443105,61.34219096606152
CartPole-v1,36,combined_repair,32,22.14561941604829,78.54148316214125,78.5322515079533,0.33072666101794745,56.39586374609296
CartPole-v1,36,combined_repair,64,26.5483904735959,76.92926494361805,76.88839933825277,0.3109281576919788,50.38087447002215
CartPole-v1,36,random,1,13.128152420823682,95.88612333108047,96.10603062472335,0.7326346982758618,82.75797091025679
CartPole-v1,36,random,2,13.169397353341571,94.91070167703042,95.11257033070329,0.717320665502378,81.74130432368885
CartPole-v1,36,random,4,13.109713712518046,93.92556785209952,94.1141718313869,0.7038376337923805,80.81585413958148
