seed,regime,horizon,blocked_prob,clue_strength,tail_drift_gap_corr,raw_real_delta_high_n,raw_latent_delta_high_n,belief_penalty_minus_raw_n64,full_minus_raw_n64,oracle_minus_full_n64,pilot_size,n_candidates
0,ambiguous_blocked,5,0.7,0.08,0.3382455708403695,0.14111414331341227,5.3956579556158495,1.264313975738957,2.8648840397557747,2.9265666573347664,180,600
0,long_horizon_slip,8,0.72,0.1,0.51442928445387,0.13213752112832067,8.181492123389717,4.028335887545292,5.724050115357229,3.4502889407523947,180,600
0,high_ambiguity,6,0.76,0.04,0.3117090728396671,-4.327915409632364,6.398105551851669,3.1974354767368025,6.714357104129249,4.632384542822072,180,600
0,decoder_drift,7,0.68,0.06,0.40517077912195454,-4.189018396662381,7.4625858600097335,3.9435038822359756,8.87364163127723,3.188612101327039,180,600
1,ambiguous_blocked,5,0.7,0.08,0.2973265614227777,-0.881867674821459,5.270707517781444,1.3321585129899192,4.348966815163916,2.5656017605788244,180,600
1,long_horizon_slip,8,0.72,0.1,0.470688359533003,-2.4006258673057346,8.405520615171165,3.783104026153225,5.85530067865618,5.978448618220036,180,600
1,high_ambiguity,6,0.76,0.04,0.398012694318188,-1.1065836818814492,6.396364588889252,1.9342413489606285,3.7521584203799936,4.7852658719211565,180,600
1,decoder_drift,7,0.68,0.06,0.3986590372158208,-4.892058472312268,7.214902520977548,3.9975633533545367,9.334419759978887,3.6881596910443664,180,600
2,ambiguous_blocked,5,0.7,0.08,0.3894044990204789,-1.275360011011564,5.411228446955617,2.963300432139495,4.701304994656718,2.3828181981359,180,600
2,long_horizon_slip,8,0.72,0.1,0.533663567214699,-2.3634423983332673,8.434858252410324,4.761508756902955,7.692819439383351,4.2143468145100345,180,600
2,high_ambiguity,6,0.76,0.04,0.4056328936140634,-2.9790405297294735,6.559279986072111,3.0923021701051177,5.679020711206196,4.707064178529894,180,600
2,decoder_drift,7,0.68,0.06,0.40812331998404294,-2.801688667764848,7.502323562971993,3.392481611800778,5.644087564558751,4.86442919617186,180,600
3,ambiguous_blocked,5,0.7,0.08,0.4312350087548706,-0.8999622614088703,5.412599929707487,3.5105339178137465,4.1185988277031145,2.9441157345981552,180,600
3,long_horizon_slip,8,0.72,0.1,0.5777254408580982,-0.9856140411678058,8.62300303907039,3.875980508428114,6.431858631229842,3.896027507942324,180,600
3,high_ambiguity,6,0.76,0.04,0.27960921674673017,-0.15921299337977945,6.158688917791862,2.2497296302524017,1.9103086465536805,5.413606194531273,180,600
3,decoder_drift,7,0.68,0.06,0.437416196463583,-3.618234551719933,7.3849826791079725,2.7965673235608697,7.296383568222451,4.221727512103971,180,600
4,ambiguous_blocked,5,0.7,0.08,0.3066168925628615,-0.6414812821323489,5.418583521032039,2.1073598083260965,3.6726966247128994,2.9078024497185817,180,600
4,long_horizon_slip,8,0.72,0.1,0.5734376740687462,-5.333720391562575,8.396238241461202,4.64567907597827,10.868464563388677,3.4805274996355164,180,600
4,high_ambiguity,6,0.76,0.04,0.15908398263543633,-2.78986929177773,6.21697324675673,1.9843121695435397,3.7669373119762373,6.4683298126239706,180,600
4,decoder_drift,7,0.68,0.06,0.37546355986043073,-4.167237795406312,7.324273168544778,3.3893269688231427,7.4147645662674115,4.535715596910208,180,600
