scorer,N,selected_real_utility,selected_latent_value,selected_value_pred,selected_risk,latent_real_gap,horizon
H2_belief_collapsed,1,-0.15247174867819746,3.349944399226866,3.3493843507142023,0.4795564736201016,3.5024161479050635,2
H2_belief_collapsed,2,-0.37211281960336207,4.202247469255983,4.1991685728294215,0.6476141797315854,4.574360288859346,2
H2_belief_collapsed,4,-0.5726036783685167,4.981600831039092,4.97488735403494,0.7850671256875311,5.554204509407609,2
H2_belief_collapsed,8,-0.7249828110783318,5.565768359388065,5.556619992283794,0.8776236999991218,6.290751170466397,2
H2_belief_collapsed,16,-0.7696046116297266,5.949467686600579,5.943503900600664,0.9336528348508596,6.719072298230306,2
H2_belief_collapsed,32,-0.6343623267019741,6.186344039934187,6.192001904593703,0.9664918464304816,6.820706366636161,2
H2_belief_collapsed,64,-0.36308603407211953,6.325625475865262,6.349034926823625,0.9850724510456581,6.688711509937382,2
H2_combined_repair,1,-0.152471748678198,3.349944399226867,3.3493843507141974,0.4795564736201018,3.502416147905065,2
H2_combined_repair,2,0.20682384737352205,2.677944826847092,2.6812424877618724,0.3463570039947007,2.47112097947357,2
H2_combined_repair,4,0.4231783029483894,2.217905928414594,2.2255665473000157,0.24767056938305465,1.7947276254662048,2
H2_combined_repair,8,0.540512610559811,1.9908864011206626,2.003686163234072,0.19423441370743874,1.4503737905608516,2
H2_combined_repair,16,0.610417256822435,1.9214918859600159,1.9393900037092515,0.17455507977536897,1.3110746291375808,2
H2_combined_repair,32,0.6734803102540421,1.9404733656620523,1.9634997512948615,0.1751145861777142,1.2669930554080102,2
H2_combined_repair,64,0.7352431327937998,2.010702269436754,2.0434452170518362,0.1881475912063336,1.2754591366429542,2
H2_oracle,1,-0.15247174867819627,3.349944399226865,3.3493843507141965,0.47955647362010106,3.5024161479050613,2
H2_oracle,2,0.5976154739774265,3.0569961026791703,3.0588329049021303,0.4214844662182414,2.459380628701744,2
H2_oracle,4,1.2165433741383187,3.431872197379054,3.433492705689459,0.49147866269580975,2.215328823240735,2
H2_oracle,8,1.6851162315986692,4.270255314515622,4.271056118227103,0.6528606997061329,2.585139082916953,2
