scorer,N,selected_real_utility,selected_latent_value,selected_value_pred,selected_risk,latent_real_gap
pilot_calibrated,8,1.4382718299646065,6.460341365719996,6.454189148812055,0.36623843194214944,5.0220695357553895
pilot_calibrated,16,1.8940435604169368,7.115407554929566,7.110709933000309,0.4309589189142762,5.221363994512629
pilot_calibrated,32,2.3986265537293843,8.046215026969643,8.044537311835299,0.5242642977958645,5.647588473240258
pilot_calibrated,64,2.920573793643324,9.047416852421469,9.04739646870383,0.6251956710057893,6.126843058778144
combined_repair,1,-0.4920886811643476,7.577124266032008,7.5810389465373,0.4847150078863184,8.069212947196355
combined_repair,2,0.3806048856428829,6.535876168118226,6.536897748846181,0.38046692775455887,6.1552712824753435
combined_repair,4,0.9742685967383692,6.0524082779287225,6.04967186206147,0.3281086999449736,5.078139681190353
combined_repair,8,1.4398858667163825,6.144834051592832,6.139656501265661,0.33429137929429287,4.704948184876449
combined_repair,16,1.8766981672323362,6.639842257839385,6.635766028802485,0.38304992754936273,4.7631440906070495
combined_repair,32,2.3140463200572747,7.375114195420308,7.374307922021156,0.4577866611497702,5.061067875363033
combined_repair,64,2.7127689686606145,8.267292055725752,8.271019877887444,0.5496290175858339,5.554523087065138
random,1,-0.49208868116434834,7.5771242660320075,7.581038946537289,0.48471500788631916,8.069212947196355
random,2,-0.5080823482262237,7.534445615962814,7.537945389104749,0.4805122198990053,8.042527964189038
random,4,-0.5368822999357159,7.515416868669299,7.517425991679028,0.47824039554201425,8.052299168605016
random,8,-0.5203898557193684,7.51610968467056,7.516457995545317,0.4777359567396919,8.03649954038993
random,16,-0.4496278039551474,7.552948342972221,7.552090724029822,0.48150842628785656,8.00257614692737
random,32,-0.42282358399128545,7.662381736437057,7.659246229298098,0.49316104873306604,8.085205320428342
random,64,-0.46797717714227843,7.850770535702244,7.846351086464521,0.5125515023686662,8.318747712844523
oracle,1,-0.4920886811643457,7.577124266032025,7.581038946537293,0.4847150078863188,8.069212947196371
oracle,2,1.286954499188969,6.9819157226295046,6.9839110624097,0.4251310739934777,5.694961223440536
oracle,4,2.795224523801657,7.652088106238461,7.652340849803163,0.48797436801112387,4.856863582436803
oracle,8,3.9645046895932756,9.268384771134395,9.264950118175943,0.6449658303997097,5.303880081541119
oracle,16,4.733397446723349,10.882809732312122,10.871188440858983,0.7956137035594503,6.149412285588773
oracle,32,5.1440470595337455,11.928007872107134,11.902921999147939,0.885235065289131,6.783960812573389
oracle,64,5.3525802278402015,12.512930735144558,12.471956790366061,0.9319786331523522,7.160350507304356
