scorer,N,selected_real_utility,selected_latent_value,selected_value_pred,selected_risk,latent_real_gap
raw_value,1,-0.4920886811643469,7.577124266032026,7.5810389465373005,0.4847150078863205,8.069212947196373
raw_value,2,-0.9956209392139339,9.231721205886872,9.238694609889402,0.6479908175773272,10.227342145100806
raw_value,4,-1.4147629529741388,10.682609518348615,10.689890481605637,0.7805143533454336,12.097372471322753
raw_value,8,-1.7400086155687027,11.716382278053478,11.722536801778253,0.8677521000376861,13.456390893622181
raw_value,16,-2.050553161916165,12.365522679778875,12.371745787796257,0.9193386746160911,14.41607584169504
raw_value,32,-2.3217817774293157,12.750506740247022,12.762436739223677,0.9488776833779126,15.072288517676338
raw_value,64,-2.3368715324665614,12.983894806721441,13.008532303781955,0.9663518456336908,15.320766339188003
uncertainty_pessimism,1,-0.4920886811643375,7.577124266032028,7.581038946537306,0.4847150078863201,8.069212947196366
uncertainty_pessimism,2,-0.9563652190979158,9.219272733458387,9.227114577264533,0.6468685744021146,10.175637952556304
uncertainty_pessimism,4,-1.3044919100252577,10.645836930009459,10.654380039367648,0.7775362875085085,11.950328840034716
uncertainty_pessimism,8,-1.4858544579614232,11.634313178845174,11.642720734582806,0.8614149376099655,13.120167636806597
uncertainty_pessimism,16,-1.5062669813886413,12.215908866112347,12.225278566656298,0.9080576389152585,13.722175847500989
uncertainty_pessimism,32,-1.3024509812911855,12.527037107697584,12.540191629441026,0.9322361386669373,13.82948808898877
uncertainty_pessimism,64,-0.8396780632845047,12.707638093610376,12.72459050343765,0.9461510370926027,13.54731615689488
belief_consistency,1,-0.4920886811643529,7.577124266032016,7.581038946537299,0.4847150078863205,8.06921294719637
belief_consistency,2,-0.8403380750710809,9.186892177801889,9.194933062015105,0.6438015807796617,10.02723025287297
belief_consistency,4,-0.9650167058519011,10.577202994194362,10.5867410016532,0.7718061238063262,11.542219700046264
belief_consistency,8,-0.7760794881664856,11.518396856588636,11.528141985943513,0.8523880577574401,12.294476344755122
belief_consistency,16,-0.3515464905187092,12.06520048494253,12.07354592642641,0.8968873608338503,12.416746975461239
belief_consistency,32,0.19576304839713315,12.38423073695651,12.388796627782058,0.9223535663821164,12.188467688559378
belief_consistency,64,0.877978463975096,12.604657520257897,12.602627961768002,0.9399110552065929,11.726679056282801
decoder_consistency,1,-0.4920886811643445,7.57712426603202,7.581038946537301,0.48471500788631977,8.069212947196364
decoder_consistency,2,-0.9494666406494091,9.226803774642393,9.234404599072171,0.6475711099219087,10.176270415291802
decoder_consistency,4,-1.2587213438529021,10.668227660603357,10.676671039360153,0.7794316803902777,11.926949004456258
decoder_consistency,8,-1.3660882546366235,11.684826032063699,11.692683437144268,0.8655104949689294,13.050914286700323
decoder_consistency,16,-1.311620790828936,12.309716514621659,12.316349587531478,0.9155536072545082,13.621337305450595
decoder_consistency,32,-1.0434569936404579,12.6689800310396,12.674685310885808,0.9436074837130976,13.712437024680058
decoder_consistency,64,-0.376008781394891,12.87944762672646,12.88235588295905,0.9599785744240369,13.25545640812135
pilot_calibrated,1,-0.4920886811643476,7.57712426603202,7.581038946537303,0.48471500788632,8.069212947196368
pilot_calibrated,2,0.3828335457161377,6.619903343127048,6.620482758970012,0.38856179849300265,6.237069797410911
pilot_calibrated,4,0.9747374452511425,6.24269883981786,6.2390831935884234,0.347099197757956,5.267961394566717
