seed,state_id,candidate_id,hidden_mode,horizon,latent_value,value_pred,reward_pred,real_utility,uncertainty,posterior_prior_kl,decoder_error,belief_error,risk,imagined_free_prob,posterior_free_prob,diag_oracle_score,diag_random_score,diag_ensemble_std,diag_action_bias,diag_action_energy,diag_switch_rate,diag_max_run_fraction,diag_discounted_env_return,diag_terminated_at,diag_success,diag_final_state_norm,benchmark,record_seed
532,32,0,CartPole-v1,80,110.87778180493527,111.17296473709578,110.87778180493527,12.46811822870577,1.1,1.2750000000000001,0.9000000000000001,0.95,1.0,1.0,0.28,12.46811822870577,-0.15124685592571885,1.0937500000000002,1.0,1.0,0.0,1.0,8.64827525163591,9.0,0.0,3.3496015640620094,CartPole-v1,32
532,32,1,CartPole-v1,80,91.049207182433,91.66201542254888,91.049207182433,13.214725275446385,0.8843750000000001,0.9555854430379747,0.6375000000000001,0.6966060126582279,0.7125,0.9482499999999999,0.4525,13.214725275446385,-0.050910826902984166,0.8404588607594938,0.5,1.0,0.012658227848101266,0.75,9.561792499119552,10.0,0.0,3.6485655679936566,CartPole-v1,32
532,32,2,CartPole-v1,80,73.51199043537856,73.53560042155664,73.51199043537856,12.46811822870577,0.6903125000000001,0.6709604430379748,0.40125000000000005,0.4799438291139242,0.4537500000000001,0.901675,0.60775,12.46811822870577,-1.2072153071722163,0.6132088607594938,0.05,1.0,0.012658227848101266,0.525,8.64827525163591,9.0,0.0,3.3496015640620094,CartPole-v1,32
532,32,3,CartPole-v1,80,93.90413128085545,94.02016382552029,93.90413128085545,24.221047643791483,0.7446875,0.7127357594936709,0.37875000000000003,0.4607143987341772,0.52625,0.9147249999999999,0.56425,24.221047643791483,-0.09702222600318247,0.6452151898734177,0.75,1.0,0.16455696202531644,0.275,20.63857163563444,23.0,0.0,3.8191151596625446,CartPole-v1,32
532,32,4,CartPole-v1,80,85.53330432934686,85.71469927867005,85.53330432934686,13.214725275446385,0.8196875000000001,0.8607104430379748,0.55875,0.6243852848101267,0.6262500000000001,0.9327249999999999,0.50425,13.214725275446385,1.7616572533781165,0.7647088607594937,0.35,1.0,0.012658227848101266,0.675,9.561792499119552,10.0,0.0,3.6485655679936566,CartPole-v1,32
532,32,5,CartPole-v1,80,73.51724416063433,73.52332132921502,73.51724416063433,13.214725275446385,0.6903125000000001,0.6709604430379748,0.40125000000000005,0.4799438291139242,0.4537500000000001,0.901675,0.60775,13.214725275446385,-2.004549983319444,0.6132088607594938,0.05,1.0,0.012658227848101266,0.525,9.561792499119552,10.0,0.0,3.6485655679936566,CartPole-v1,32
532,32,6,CartPole-v1,80,82.47888491726071,82.6383226463279,82.47888491726071,13.214725275446385,0.78734375,0.8132729430379748,0.519375,0.588274920886076,0.583125,0.9249624999999999,0.530125,13.214725275446385,1.1339866104218592,0.7268338607594937,0.275,1.0,0.012658227848101266,0.6375,9.561792499119552,10.0,0.0,3.6485655679936566,CartPole-v1,32
532,32,7,CartPole-v1,80,110.93845989922737,111.42676886553943,110.93845989922737,13.214725275446385,1.1,1.2750000000000001,0.9000000000000001,0.95,1.0,1.0,0.28,13.214725275446385,-1.5416830442357956,1.0937500000000002,1.0,1.0,0.0,1.0,9.561792499119552,10.0,0.0,3.6485655679936566,CartPole-v1,32
532,32,8,CartPole-v1,80,82.7761067434913,82.48899874491596,82.7761067434913,12.46811822870577,0.78734375,0.8132729430379748,0.519375,0.588274920886076,0.583125,0.9249624999999999,0.530125,12.46811822870577,0.4971825852213249,0.7268338607594937,0.275,1.0,0.012658227848101266,0.6375,8.64827525163591,9.0,0.0,3.3496015640620094,CartPole-v1,32
532,32,9,CartPole-v1,80,110.49374400476383,111.01171804322172,110.49374400476383,13.214725275446385,1.1,1.2750000000000001,0.9000000000000001,0.95,1.0,1.0,0.28,13.214725275446385,-1.6793854151545857,1.0937500000000002,1.0,1.0,0.0,1.0,9.561792499119552,10.0,0.0,3.6485655679936566,CartPole-v1,32
532,32,10,CartPole-v1,80,78.95308500397107,78.87623105495335,78.95308500397107,12.46811822870577,0.7550000000000001,0.7658354430379748,0.48,0.5521645569620254,0.54,0.9172,0.556,12.46811822870577,0.7408876080633229,0.6889588607594938,0.2,1.0,0.012658227848101266,0.6,8.64827525163591,9.0,0.0,3.3496015640620094,CartPole-v1,32
532,32,11,CartPole-v1,80,110.8261143598351,111.01678315539975,110.8261143598351,12.46811822870577,1.1,1.2750000000000001,0.9000000000000001,0.95,1.0,1.0,0.28,12.46811822870577,1.5744485938116652,1.0937500000000002,1.0,1.0,0.0,1.0,8.64827525163591,9.0,0.0,3.3496015640620094,CartPole-v1,32
532,32,12,CartPole-v1,80,72.61644902815962,72.72471842618648,72.61644902815962,12.46811822870577,0.6795312499999999,0.6551479430379747,0.388125,0.46790704113924053,0.43937499999999996,0.8990874999999999,0.6163750000000001,12.46811822870577,-0.14560210572522203,0.6005838607594937,0.025,1.0,0.012658227848101266,0.5125,8.64827525163591,9.0,0.0,3.3496015640620094,CartPole-v1,32
532,32,13,CartPole-v1,80,78.22356111570895,78.20734552280197,78.22356111570895,17.843201740959746,0.5778125000000001,0.434125,0.17375000000000002,0.21976977848101265,0.30374999999999996,0.874675,0.6977500000000001,17.843201740959746,0.3336219896079223,0.440875,0.375,1.0,0.45569620253164556,0.075,13.994164535871148,15.0,0.0,2.128531082214117,CartPole-v1,32
532,32,14,CartPole-v1,80,92.26899293020647,92.71320555461173,92.26899293020647,12.46811822870577,0.8951562500000001,0.9713979430379747,0.650625,0.7086428006329114,0.726875,0.9508375,0.44387499999999996,12.46811822870577,-0.6287707309966992,0.8530838607594937,0.525,1.0,0.012658227848101266,0.7625,8.64827525163591,9.0,0.0,3.3496015640620094,CartPole-v1,32
532,32,15,CartPole-v1,80,110.97489659995232,111.22018388117579,110.97489659995232,12.46811822870577,1.1,1.2750000000000001,0.9000000000000001,0.95,1.0,1.0,0.28,12.46811822870577,2.3132796961205733,1.0937500000000002,1.0,1.0,0.0,1.0,8.64827525163591,9.0,0.0,3.3496015640620094,CartPole-v1,32
532,32,16,CartPole-v1,80,110.2841285179221,110.87611410249262,110.2841285179221,13.214725275446385,1.1,1.2750000000000001,0.9000000000000001,0.95,1.0,1.0,0.28,13.214725275446385,-1.807637950549788,1.0937500000000002,1.0,1.0,0.0,1.0,9.561792499119552,10.0,0.0,3.6485655679936566,CartPole-v1,32
532,32,17,CartPole-v1,80,92.63062807849465,93.1639116304698,92.63062807849465,12.46811822870577,0.8951562500000001,0.9713979430379747,0.650625,0.7086428006329114,0.726875,0.9508375,0.44387499999999996,12.46811822870577,-1.0056965135023674,0.8530838607594937,0.525,1.0,0.012658227848101266,0.7625,8.64827525163591,9.0,0.0,3.3496015640620094,CartPole-v1,32
532,32,18,CartPole-v1,80,91.28283277461318,91.56928897996653,91.28283277461318,12.46811822870577,0.8843750000000001,0.9555854430379747,0.6375000000000001,0.6966060126582279,0.7125,0.9482499999999999,0.4525,12.46811822870577,0.8797935590004524,0.8404588607594938,0.5,1.0,0.012658227848101266,0.75,8.64827525163591,9.0,0.0,3.3496015640620094,CartPole-v1,32
