family,seed,episode,N,scorer,return,mode,mean_action,train_loss
controlled,27,7,1,random,4.525062794775846,free,0.745976396790072,
controlled,27,7,1,oracle,4.525062794775846,free,0.745976396790072,
controlled,27,7,8,raw_value,4.946283534192585,free,0.8395521314809941,
controlled,27,7,8,combined_repair,2.2087874246374084,free,0.2515515917354044,
controlled,27,7,8,random,4.5510177849207265,free,0.7552839317620954,
controlled,27,7,8,oracle,5.255491073039311,free,0.9118177126126831,
controlled,27,7,64,raw_value,5.641153249325506,free,0.997724653488557,
controlled,27,7,64,combined_repair,1.5857184104648336,free,0.12417069646209075,
controlled,27,7,64,random,3.889128847521323,free,0.6057436232374692,
controlled,27,7,64,oracle,5.641153249325506,free,0.997724653488557,
controlled,27,8,1,raw_value,-4.643927287261707,blocked,0.7387491575449745,
controlled,27,8,1,combined_repair,-4.643927287261707,blocked,0.7387491575449745,
controlled,27,8,1,random,-4.643927287261707,blocked,0.7387491575449745,
controlled,27,8,1,oracle,-4.643927287261707,blocked,0.7387491575449745,
controlled,27,8,8,raw_value,-6.063261460316881,blocked,0.8929135320223919,
controlled,27,8,8,combined_repair,0.4076130701427773,blocked,0.0814085392623625,
controlled,27,8,8,random,-3.243067730059096,blocked,0.5448087231887003,
controlled,27,8,8,oracle,0.4076130701427773,blocked,0.0814085392623625,
controlled,27,8,64,raw_value,-7.030879193829676,blocked,0.9966287503178741,
controlled,27,8,64,combined_repair,0.638953020772092,blocked,0.044888491540397764,
controlled,27,8,64,random,-3.033074301071249,blocked,0.5309000912513269,
controlled,27,8,64,oracle,0.8652185138567591,blocked,0.011179419009061414,
controlled,27,9,1,raw_value,-4.639983217835957,blocked,0.729736742950273,
controlled,27,9,1,combined_repair,-4.639983217835957,blocked,0.729736742950273,
controlled,27,9,1,random,-4.639983217835957,blocked,0.729736742950273,
controlled,27,9,1,oracle,-4.639983217835957,blocked,0.729736742950273,
controlled,27,9,8,raw_value,-6.635386798402922,blocked,0.9551096447012297,
controlled,27,9,8,combined_repair,-0.826936055322161,blocked,0.2613001289025507,
controlled,27,9,8,random,-2.7185209760141076,blocked,0.5015802951842874,
controlled,27,9,8,oracle,-0.5049891064151291,blocked,0.21445277835646204,
controlled,27,9,64,raw_value,-6.876834124019611,blocked,0.980390389191285,
controlled,27,9,64,combined_repair,-0.27392058029112676,blocked,0.17999091560587233,
controlled,27,9,64,random,-3.5958556701480404,blocked,0.60297515437535,
controlled,27,9,64,oracle,0.7407222501253239,blocked,0.030399153024721237,
controlled,27,10,1,raw_value,-3.460494134896917,slip,0.6706381428667567,
controlled,27,10,1,combined_repair,-3.460494134896917,slip,0.6706381428667567,
controlled,27,10,1,random,-3.460494134896917,slip,0.6706381428667567,
controlled,27,10,1,oracle,-3.460494134896917,slip,0.6706381428667567,
controlled,27,10,8,raw_value,-4.889381192819865,slip,0.8712710886106514,
controlled,27,10,8,combined_repair,0.091610355568843,slip,0.11884777380918277,
controlled,27,10,8,random,-1.1045984460202092,slip,0.32257618782819086,
controlled,27,10,8,oracle,0.091610355568843,slip,0.11884777380918277,
controlled,27,10,64,raw_value,-5.8386767250280105,slip,0.994834378634734,
controlled,27,10,64,combined_repair,0.542526017794942,slip,0.037269327962084806,
controlled,27,10,64,random,-4.910628621297807,slip,0.8737980224539271,
controlled,27,10,64,oracle,0.7591533572000001,slip,0.0,
controlled,27,11,1,raw_value,-1.2475732796737407,blocked,0.3025595078318852,
controlled,27,11,1,combined_repair,-1.2475732796737407,blocked,0.3025595078318852,
controlled,27,11,1,random,-1.2475732796737407,blocked,0.3025595078318852,
controlled,27,11,1,oracle,-1.2475732796737407,blocked,0.3025595078318852,
controlled,27,11,8,raw_value,-5.83544800981248,blocked,0.8643767820785626,
controlled,27,11,8,combined_repair,0.06969246900688666,blocked,0.1255817601004221,
controlled,27,11,8,random,-1.5052980096698225,blocked,0.3389171939302388,
controlled,27,11,8,oracle,0.23812198227170173,blocked,0.10108485418691422,
controlled,27,11,64,raw_value,-6.821817346139175,blocked,0.9758977364035358,
controlled,27,11,64,combined_repair,0.7972568765949528,blocked,0.021916573290675163,
controlled,27,11,64,random,-4.584164689544269,blocked,0.7079243828248181,
controlled,27,11,64,oracle,0.8733698762879444,blocked,0.010569189752864886,
controlled,27,12,1,raw_value,-2.878973446023271,heavy,0.7043251147920169,
controlled,27,12,1,combined_repair,-2.878973446023271,heavy,0.7043251147920169,
controlled,27,12,1,random,-2.878973446023271,heavy,0.7043251147920169,
controlled,27,12,1,oracle,-2.878973446023271,heavy,0.7043251147920169,
controlled,27,12,8,raw_value,-3.957927618075949,heavy,0.887463567434237,
controlled,27,12,8,combined_repair,0.3018820888212853,heavy,0.14527557033250935,
controlled,27,12,8,random,-1.441582955130834,heavy,0.4626506949916636,
controlled,27,12,8,oracle,0.5502034757753452,heavy,0.09710982130743658,
controlled,27,12,64,raw_value,-4.423816129893434,heavy,0.9508108021421066,
controlled,27,12,64,combined_repair,0.9355693770512331,heavy,0.0015446828686345288,
controlled,27,12,64,random,0.08042687205405476,heavy,0.1950801248900064,
controlled,27,12,64,oracle,0.9233700045799208,heavy,0.004857533827842556,
controlled,27,13,1,raw_value,-2.1424052981774526,blocked,0.40164742930564123,
controlled,27,13,1,combined_repair,-2.1424052981774526,blocked,0.40164742930564123,
controlled,27,13,1,random,-2.1424052981774526,blocked,0.40164742930564123,
controlled,27,13,1,oracle,-2.1424052981774526,blocked,0.40164742930564123,
controlled,27,13,8,raw_value,-6.062838936570728,blocked,0.8923988099230762,
controlled,27,13,8,combined_repair,0.38664633604635557,blocked,0.08373722012245641,
controlled,27,13,8,random,0.1696112517377995,blocked,0.11389921149201973,
controlled,27,13,8,oracle,0.38664633604635557,blocked,0.08373722012245641,
controlled,27,13,64,raw_value,-6.7431241871892995,blocked,0.9664884724774435,
controlled,27,13,64,combined_repair,0.8429888891102648,blocked,0.014367132738858568,
controlled,27,13,64,random,-2.1089854707920495,blocked,0.427181199926194,
controlled,27,13,64,oracle,0.9255082384615675,blocked,0.00240213832426735,
controlled,27,14,1,raw_value,3.0277821415008335,free,0.42360320177970695,
controlled,27,14,1,combined_repair,3.0277821415008335,free,0.42360320177970695,
controlled,27,14,1,random,3.0277821415008335,free,0.42360320177970695,
controlled,27,14,1,oracle,3.0277821415008335,free,0.42360320177970695,
controlled,27,14,8,raw_value,5.242272380231617,free,0.907074476859312,
controlled,27,14,8,combined_repair,1.7528399841118303,free,0.16161809945213965,
controlled,27,14,8,random,2.913065354189882,free,0.4033596582990583,
controlled,27,14,8,oracle,5.242272380231617,free,0.907074476859312,
controlled,27,14,64,raw_value,5.47378508583405,free,0.957705630492874,
controlled,27,14,64,combined_repair,1.2691521356682784,free,0.06653452189005052,
controlled,27,14,64,random,4.081318366819705,free,0.6513640081817615,
controlled,27,14,64,oracle,5.568974749004143,free,0.980569688704756,
controlled,27,15,1,raw_value,-2.991512514072979,blocked,0.5167568465627499,
controlled,27,15,1,combined_repair,-2.991512514072979,blocked,0.5167568465627499,
controlled,27,15,1,random,-2.991512514072979,blocked,0.5167568465627499,
controlled,27,15,1,oracle,-2.991512514072979,blocked,0.5167568465627499,
controlled,27,15,8,raw_value,-5.953644686304441,blocked,0.8807033888497682,
controlled,27,15,8,combined_repair,0.6481447638240716,blocked,0.04650168790094255,
controlled,27,15,8,random,-4.575480103105593,blocked,0.7106078690116611,
controlled,27,15,8,oracle,0.7625322606402443,blocked,0.029024540171476088,
controlled,27,15,64,raw_value,-6.859688639991438,blocked,0.9775407540838268,
controlled,27,15,64,combined_repair,0.5051253584345111,blocked,0.06647558801102071,
controlled,27,15,64,random,-3.043823467845741,blocked,0.5384078016771321,
controlled,27,15,64,oracle,0.6800187767790985,blocked,0.041434752164158796,
controlled,27,16,1,raw_value,-2.5104237683397734,blocked,0.47765902636443797,
controlled,27,16,1,combined_repair,-2.5104237683397734,blocked,0.47765902636443797,
controlled,27,16,1,random,-2.5104237683397734,blocked,0.47765902636443797,
controlled,27,16,1,oracle,-2.5104237683397734,blocked,0.47765902636443797,
controlled,27,16,8,raw_value,-5.932003782884581,blocked,0.8766669644282473,
controlled,27,16,8,combined_repair,0.5092079177325635,blocked,0.066463821817771,
controlled,27,16,8,random,-3.3930927912067563,blocked,0.5841387401198225,
controlled,27,16,8,oracle,0.5165238563066931,blocked,0.06534415865008684,
controlled,27,16,64,raw_value,-6.926127444837643,blocked,0.9858898625383127,
controlled,27,16,64,combined_repair,0.43000170051671477,blocked,0.07630742580155787,
controlled,27,16,64,random,-3.965785584494103,blocked,0.6508194088251341,
controlled,27,16,64,oracle,0.7732171550981723,blocked,0.02455001936433532,
controlled,27,17,1,raw_value,-2.5780750246309845,heavy,0.6793139651111298,
controlled,27,17,1,combined_repair,-2.5780750246309845,heavy,0.6793139651111298,
controlled,27,17,1,random,-2.5780750246309845,heavy,0.6793139651111298,
controlled,27,17,1,oracle,-2.5780750246309845,heavy,0.6793139651111298,
controlled,27,17,8,raw_value,-4.638833108919959,heavy,0.9786059231431226,
controlled,27,17,8,combined_repair,0.32353575865651574,heavy,0.13894581877262702,
controlled,27,17,8,random,-3.8563435475558103,heavy,0.8637851230726902,
controlled,27,17,8,oracle,0.32353575865651574,heavy,0.13894581877262702,
controlled,27,17,64,raw_value,-4.692795955564076,heavy,0.985884262889884,
controlled,27,17,64,combined_repair,0.8266398354677004,heavy,0.03028541866393774,
controlled,27,17,64,random,-0.06492082506155533,heavy,0.17544835704621836,
controlled,27,17,64,oracle,0.8508918313025476,heavy,0.023603051533429766,
controlled,27,18,1,raw_value,-2.161749580703292,blocked,0.43231071128214926,
controlled,27,18,1,combined_repair,-2.161749580703292,blocked,0.43231071128214926,
controlled,27,18,1,random,-2.161749580703292,blocked,0.43231071128214926,
controlled,27,18,1,oracle,-2.161749580703292,blocked,0.43231071128214926,
controlled,27,18,8,raw_value,-5.884144701621917,blocked,0.8737224287280728,
controlled,27,18,8,combined_repair,0.503518640238499,blocked,0.06471178878692083,
controlled,27,18,8,random,-1.9896100796486347,blocked,0.4116956893470176,
controlled,27,18,8,oracle,0.49161315946210193,blocked,0.06673553704247051,
controlled,27,18,64,raw_value,-6.910344214901307,blocked,0.9831781428986088,
controlled,27,18,64,combined_repair,0.5782133199109578,blocked,0.05616322516829701,
controlled,27,18,64,random,-2.9454022916860483,blocked,0.5197212172559693,
controlled,27,18,64,oracle,0.9254836303840831,blocked,0.0026351698710538633,
controlled,27,19,1,raw_value,-1.218691557880927,heavy,0.44754735638308196,
controlled,27,19,1,combined_repair,-1.218691557880927,heavy,0.44754735638308196,
controlled,27,19,1,random,-1.218691557880927,heavy,0.44754735638308196,
controlled,27,19,1,oracle,-1.218691557880927,heavy,0.44754735638308196,
controlled,27,19,8,raw_value,-3.690892151165734,heavy,0.8390423823200768,
controlled,27,19,8,combined_repair,0.752551162700448,heavy,0.04813253109558582,
controlled,27,19,8,random,-1.5466516512899071,heavy,0.4894849901614017,
controlled,27,19,8,oracle,0.7996223003863363,heavy,0.03670739757360108,
controlled,27,19,64,raw_value,-4.570235391578566,heavy,0.9689686725236871,
controlled,27,19,64,combined_repair,0.5826443655194147,heavy,0.09037892686182536,
controlled,27,19,64,random,-1.676473170701078,heavy,0.48978619833878884,
controlled,27,19,64,oracle,0.9192166988915885,heavy,0.0059380497767602585,
controlled,27,20,1,raw_value,-2.982810021156714,blocked,0.5028364984400872,
controlled,27,20,1,combined_repair,-2.982810021156714,blocked,0.5028364984400872,
controlled,27,20,1,random,-2.982810021156714,blocked,0.5028364984400872,
controlled,27,20,1,oracle,-2.982810021156714,blocked,0.5028364984400872,
controlled,27,20,8,raw_value,-5.493748224834899,blocked,0.8295407884541266,
controlled,27,20,8,combined_repair,0.17798696408442585,blocked,0.11179701333361355,
controlled,27,20,8,random,-1.4796483268925948,blocked,0.31617120718038655,
controlled,27,20,8,oracle,0.01865662508021032,blocked,0.1302767250183022,
controlled,27,20,64,raw_value,-6.8337418445025335,blocked,0.97496769062074,
controlled,27,20,64,combined_repair,0.7393171448235611,blocked,0.030870100031385305,
controlled,27,20,64,random,-4.225359340932829,blocked,0.6839337103503829,
controlled,27,20,64,oracle,0.7755169168619465,blocked,0.02452876750110618,
controlled,27,21,1,raw_value,-2.1832705775029213,slip,0.46300626962950675,
controlled,27,21,1,combined_repair,-2.1832705775029213,slip,0.46300626962950675,
controlled,27,21,1,random,-2.1832705775029213,slip,0.46300626962950675,
controlled,27,21,1,oracle,-2.1832705775029213,slip,0.46300626962950675,
controlled,27,21,8,raw_value,-5.6330592770789725,slip,0.9686796089181714,
controlled,27,21,8,combined_repair,0.2957103067645358,slip,0.0827034327028425,
controlled,27,21,8,random,-2.8507193963790183,slip,0.5706124064189216,
controlled,27,21,8,oracle,0.2957103067645358,slip,0.0827034327028425,
controlled,27,21,64,raw_value,-5.717265221898991,slip,0.9785490333639026,
controlled,27,21,64,combined_repair,0.6191944785783221,slip,0.02563086660857449,
controlled,27,21,64,random,-1.8521662861742836,slip,0.4269937307885915,
controlled,27,21,64,oracle,0.649019429434879,slip,0.02033276339964113,
controlled,27,22,1,raw_value,-3.14286246836935,blocked,0.5493733748130673,
controlled,27,22,1,combined_repair,-3.14286246836935,blocked,0.5493733748130673,
controlled,27,22,1,random,-3.14286246836935,blocked,0.5493733748130673,
controlled,27,22,1,oracle,-3.14286246836935,blocked,0.5493733748130673,
controlled,27,22,8,raw_value,-6.116439537590606,blocked,0.901465800370004,
controlled,27,22,8,combined_repair,0.08945451902430795,blocked,0.1298578619975989,
controlled,27,22,8,random,-3.118026423965528,blocked,0.5423878374136806,
controlled,27,22,8,oracle,0.08945451902430795,blocked,0.1298578619975989,
controlled,27,22,64,raw_value,-6.654095101524717,blocked,0.9566296424522969,
controlled,27,22,64,combined_repair,0.9228261076746422,blocked,0.0029718344094397165,
controlled,27,22,64,random,-1.4765533877214276,blocked,0.34168528263525155,
controlled,27,22,64,oracle,0.941773162,blocked,0.0,
controlled,27,23,1,raw_value,-1.6505463645959413,slip,0.40589233943298486,
controlled,27,23,1,combined_repair,-1.6505463645959413,slip,0.40589233943298486,
controlled,27,23,1,random,-1.6505463645959413,slip,0.40589233943298486,
controlled,27,23,1,oracle,-1.6505463645959413,slip,0.40589233943298486,
controlled,27,23,8,raw_value,-4.7658393092218745,slip,0.8508215662425972,
controlled,27,23,8,combined_repair,0.1256118815252941,slip,0.11571717287371419,
controlled,27,23,8,random,-4.609604732043239,slip,0.831852360983096,
controlled,27,23,8,oracle,0.11906699898266129,slip,0.11688841099350578,
controlled,27,23,64,raw_value,-5.342995600296739,slip,0.9328622847331538,
controlled,27,23,64,combined_repair,0.4946841146676464,slip,0.04793303574962031,
controlled,27,23,64,random,-0.8920814556277861,slip,0.27419316461741244,
controlled,27,23,64,oracle,0.7402062626371163,slip,0.0035958189456656133,
controlled,27,24,1,raw_value,-3.0543011504201725,slip,0.6182815726400197,
controlled,27,24,1,combined_repair,-3.0543011504201725,slip,0.6182815726400197,
controlled,27,24,1,random,-3.0543011504201725,slip,0.6182815726400197,
controlled,27,24,1,oracle,-3.0543011504201725,slip,0.6182815726400197,
controlled,27,24,8,raw_value,-4.818801117363346,slip,0.862445051844141,
controlled,27,24,8,combined_repair,-0.3022196780024253,slip,0.18319839606302377,
controlled,27,24,8,random,-4.081547770842604,slip,0.7599318793269845,
controlled,27,24,8,oracle,-0.3022196780024253,slip,0.18319839606302377,
controlled,27,24,64,raw_value,-5.646640085019264,slip,0.9710180937568961,
controlled,27,24,64,combined_repair,0.5914010389654746,slip,0.031702943415751805,
controlled,27,24,64,random,-3.5652010707450534,slip,0.6880921198757946,
controlled,27,24,64,oracle,0.45950696828211635,slip,0.054647916631848634,
controlled,27,25,1,raw_value,-1.825068114387009,blocked,0.38226924326693956,
controlled,27,25,1,combined_repair,-1.825068114387009,blocked,0.38226924326693956,
controlled,27,25,1,random,-1.825068114387009,blocked,0.38226924326693956,
controlled,27,25,1,oracle,-1.825068114387009,blocked,0.38226924326693956,
controlled,27,25,8,raw_value,-5.494820180679758,blocked,0.8270123555761378,
controlled,27,25,8,combined_repair,0.28866925142162947,blocked,0.0933512848602205,
controlled,27,25,8,random,-2.5966436366911885,blocked,0.4761483786823869,
controlled,27,25,8,oracle,0.36956512966042054,blocked,0.08272436519004639,
controlled,27,25,64,raw_value,-6.591146711130239,blocked,0.948848683173346,
controlled,27,25,64,combined_repair,0.5859848336612316,blocked,0.05282991028045556,
controlled,27,25,64,random,-3.46165159084957,blocked,0.5826151134290114,
controlled,27,25,64,oracle,0.8302363463565644,blocked,0.017179305742263527,
controlled,27,26,1,raw_value,-1.6341922544449696,heavy,0.4906303994612369,
controlled,27,26,1,combined_repair,-1.6341922544449696,heavy,0.4906303994612369,
controlled,27,26,1,random,-1.6341922544449696,heavy,0.4906303994612369,
controlled,27,26,1,oracle,-1.6341922544449696,heavy,0.4906303994612369,
controlled,27,26,8,raw_value,-3.5763451434503684,heavy,0.8139101772516388,
controlled,27,26,8,combined_repair,0.15268007044876425,heavy,0.17290280388150303,
controlled,27,26,8,random,-1.8158950345763174,heavy,0.5340628249549652,
controlled,27,26,8,oracle,0.4262886061192951,heavy,0.11647639881485497,
controlled,27,26,64,raw_value,-4.8030431262,heavy,1.0,
controlled,27,26,64,combined_repair,0.9000031582160971,heavy,0.010496269954501775,
controlled,27,26,64,random,-0.6724543755026554,heavy,0.34301907277627663,
controlled,27,26,64,oracle,0.8847070118782963,heavy,0.015037978504076236,
controlled,27,27,1,raw_value,2.228211235952257,free,0.26065862297337267,
controlled,27,27,1,combined_repair,2.228211235952257,free,0.26065862297337267,
controlled,27,27,1,random,2.228211235952257,free,0.26065862297337267,
controlled,27,27,1,oracle,2.228211235952257,free,0.26065862297337267,
controlled,27,27,8,raw_value,5.140328362368141,free,0.8875688518027545,
controlled,27,27,8,combined_repair,1.63120345189302,free,0.13580106237742956,
controlled,27,27,8,random,3.4540143343094565,free,0.5237276901352537,
controlled,27,27,8,oracle,5.140328362368141,free,0.8875688518027545,
controlled,27,27,64,raw_value,5.632921381399237,free,0.9957875288362861,
controlled,27,27,64,combined_repair,1.7899332858291501,free,0.16872599126587465,
controlled,27,27,64,random,2.3321474892993495,free,0.27760882319241287,
controlled,27,27,64,oracle,5.632921381399237,free,0.9957875288362861,
controlled,27,28,1,raw_value,-2.9748876232218358,heavy,0.7357741806120673,
controlled,27,28,1,combined_repair,-2.9748876232218358,heavy,0.7357741806120673,
controlled,27,28,1,random,-2.9748876232218358,heavy,0.7357741806120673,
controlled,27,28,1,oracle,-2.9748876232218358,heavy,0.7357741806120673,
controlled,27,28,8,raw_value,-4.194534626393056,heavy,0.9167788080832503,
controlled,27,28,8,combined_repair,-0.060661691255500166,heavy,0.22165618695541117,
controlled,27,28,8,random,-3.181550322906716,heavy,0.7688697884721338,
controlled,27,28,8,oracle,0.034217986424064956,heavy,0.19792472116695062,
controlled,27,28,64,raw_value,-4.6635597311323735,heavy,0.9808948652228594,
controlled,27,28,64,combined_repair,0.7159627174383041,heavy,0.05735839739967352,
controlled,27,28,64,random,-2.4919679182310794,heavy,0.6683352092040782,
controlled,27,28,64,oracle,0.9295386410709552,heavy,0.0032234737244644937,
controlled,27,29,1,raw_value,3.068548303357524,free,0.44986760956017946,
controlled,27,29,1,combined_repair,3.068548303357524,free,0.44986760956017946,
controlled,27,29,1,random,3.068548303357524,free,0.44986760956017946,
controlled,27,29,1,oracle,3.068548303357524,free,0.44986760956017946,
controlled,27,29,8,raw_value,5.231040066632018,free,0.907080075443212,
controlled,27,29,8,combined_repair,1.6735037074026742,free,0.1498556035423598,
controlled,27,29,8,random,3.2994455703769994,free,0.4854907748691222,
controlled,27,29,8,oracle,5.231040066632018,free,0.907080075443212,
controlled,27,29,64,raw_value,5.503496968037384,free,0.9676273708314339,
controlled,27,29,64,combined_repair,1.856028439181909,free,0.18290082349535106,
controlled,27,29,64,random,3.143737131608477,free,0.46924676494163114,
controlled,27,29,64,oracle,5.503496968037384,free,0.9676273708314339,
controlled,28,0,1,raw_value,4.802751268382771,free,0.8058027636318179,
controlled,28,0,1,combined_repair,4.802751268382771,free,0.8058027636318179,
controlled,28,0,1,random,4.802751268382771,free,0.8058027636318179,
controlled,28,0,1,oracle,4.802751268382771,free,0.8058027636318179,
controlled,28,0,8,raw_value,5.379126373506322,free,0.935479010409934,
controlled,28,0,8,combined_repair,2.012014903981842,free,0.21667419572362676,
controlled,28,0,8,random,4.081616006399711,free,0.6460526671543146,
controlled,28,0,8,oracle,5.379126373506322,free,0.935479010409934,
controlled,28,0,64,raw_value,5.650638972,free,1.0,
controlled,28,0,64,combined_repair,1.059116212726059,free,0.024433105377424793,
controlled,28,0,64,random,3.6150444802913477,free,0.5465031834702779,
controlled,28,0,64,oracle,5.650638972,free,1.0,
controlled,28,1,1,raw_value,-0.30450724022033143,heavy,0.2789368721521936,
controlled,28,1,1,combined_repair,-0.30450724022033143,heavy,0.2789368721521936,
controlled,28,1,1,random,-0.30450724022033143,heavy,0.2789368721521936,
controlled,28,1,1,oracle,-0.30450724022033143,heavy,0.2789368721521936,
controlled,28,1,8,raw_value,-3.6345262340208158,heavy,0.8387874353417809,
controlled,28,1,8,combined_repair,0.18688649280876266,heavy,0.17668353372391404,
controlled,28,1,8,random,-3.0535071716430933,heavy,0.7463237566486975,
controlled,28,1,8,oracle,0.18688649280876266,heavy,0.17668353372391404,
controlled,28,1,64,raw_value,-4.539749544920225,heavy,0.9644258015838171,
